,Topic,Probability,Document
366,-1,0.6059295162056398,"Once-promising attorney Frank Galvin is an alcoholic ambulance chaser. As a favor, former partner Mickey Morrissey sends him a medical malpractice case which is all but certain to be settled for a significant amount. The case involves a young woman given general anesthesia during childbirth at a Catholic hospital, after which she choked on her vomit and was left comatose. The plaintiffs, her sister and brother-in-law, intend to use the settlement to pay for her care."
367,7,0.5365634780039792,"Six-year-old Hushpuppy and her ailing, hot-tempered father Wink live in a small community on an island in the Louisiana bayou called the ""Bathtub"". Although it lies beyond the levee system that helps protect the land to the north from rising sea levels, Wink thinks it is the most beautiful place in the world and looks down on the way people live on the other side of the levee."
368,3,1.0,"Marcus Vinicius is a Roman military commander and the legate of the XIV Gemina. Returning from wars in Britain and Gaul, he falls in love with Lygia, a devout Christian; in spite of this, he continually tries to win her affections. Though she grew up as the beloved foster daughter of Aulus Plautius, a retired Roman general, Lygia is legally a Lygian hostage of Rome in the old general's care. Petronius, Marcus' uncle, persuades Nero to give her to his nephew as a reward for his services. Lygia resents this arrangement, but eventually falls in love with Marcus."
369,5,0.14317139097892484,"In 1941, SS-Standartenführer Hans Landa interrogates French farmer Perrier LaPadite, suspecting that the LaPadites are hiding a Jewish family, the Dreyfuses, under their floorboards. LaPadite confirms this to spare his own family, and Landa has the hidden family shot, but allows Shosanna Dreyfus to escape.Three years later, U.S. Army Lieutenant Aldo Raine recruits Jewish-American soldiers to the ""Basterds"", a black ops commando unit instilling fear among Nazis in occupied France by killing and scalping them. The group includes Sergeant Donny ""The Bear Jew"" Donowitz, rogue German Sergeant Hugo Stiglitz, and Austrian-born translator Corporal Wilhelm Wicki. In Germany, Adolf Hitler interviews a German soldier, who reveals that Raine carved a swastika into his forehead after massacring his squad."
370,-1,0.6122326017708181,"Lou Gehrig is a young Columbia University student whose old-fashioned mother wants him to study hard and become an engineer, but the young man has a gift for baseball. A sportswriter befriends Gehrig and persuades a scout to come see him play. When his mother gets sick, Gehrig signs with the team he has always revered, the New York Yankees, to pay for the hospital bills. With the help of his father, he endeavors to keep his career change a secret from his mother."
371,-1,0.18798687195265307,"Wealthy Connie Allenbury is falsely accused of breaking up a marriage and sues the New York Evening Star newspaper for $5 million for libel. Warren Haggerty, the managing editor, turns in desperation to former reporter and suave ladies' man Bill Chandler for help. Bill's scheme is to maneuver Connie into being alone with him when his wife shows up, so that the suit will have to be dropped. Bill is not married, so Warren volunteers his long-suffering fiancée, Gladys Benton, to marry Bill in name only, over her loud protests."
372,6,1.0,"In 2154, Earth suffers from resource exhaustion and ecological collapse. The Resources Development Administration (RDA) mines the valuable mineral unobtanium on Pandora, a moon in the Alpha Centauri star system. Pandora, whose atmosphere is inhospitable to humans, is inhabited by the Na'vi, 10-foot-tall (3.0 m), blue-skinned, sapient humanoids that live in harmony with nature. To explore Pandora, genetically matched human scientists control Na'vi-human hybrids called ""avatars"". Paraplegic Marine Jake Sully is sent to Pandora to replace his deceased identical twin, who had signed up to be an operator. Avatar Program head Dr. Grace Augustine considers Sully inadequate but accepts him as a bodyguard."
373,4,1.0,"The film centres on a dialogue between two very different individuals who share a prison cell in Brazil during the Brazilian military dictatorship: Valentin Arregui, who is imprisoned (and has been tortured) due to his activities on behalf of a leftist revolutionary group, and Luis Molina, a trans woman in prison for ""corrupting an underage youth."""
374,0,0.25635006563144763,"The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. "
375,-1,0.6112228368144845,"One night in the late 1950s in the Southern United States, a truck loaded with prisoners swerves to avoid another truck and crashes through a barrier. The rescuers clear up the debris and discover two prisoners have escaped, an African American man shackled to a Caucasian man because ""the warden had a sense of humor."" They are told not to look too hard as ""they will probably kill each other in the first five miles."" Nevertheless, a large posse and many bloodhounds are dispatched the next morning to find them. The two missing men are Noah Cullen and John ""Joker"" Jackson. Despite their mutual hatred, they are forced to cooperate, as they are chained together. At first, their co-operation is motivated by self-preservation, but gradually they begin to respect and like each other."
376,0,0.162812302509139,"Ten-year old Carl Fredricksen idolizes famed explorer Charles Muntz, who was discredited when a giant bird skeleton he brought back from Paradise Falls in South America is deemed a fake. He travels back to the Falls, vowing to not return until he can bring back a live specimen. Carl befriends Ellie, another fan of Muntz, who keeps a scrapbook of her adventures and dreams of moving her ""clubhouse"" (an abandoned home) to Paradise Falls. Carl and Ellie eventually marry, move into and renovate the clubhouse, and take jobs at the city zoo as a balloon salesman and tour guide, respectively. After Ellie suffers a miscarriage, the couple decide to save for a trip to Paradise Falls but must repeatedly spend the money on more pressing needs. Years later, Carl decides to surprise Ellie with tickets to Paradise Falls, but she falls ill and is hospitalized. Ellie gives him her scrapbook before she dies."
